time,ACA,ADP,AMP,ATP,DPG,EtOH,F6P,FBP,GAP,GLC,NAD,NADH,P,PEP,PYR
2.15,0.22255366468730062,0.8657293785876794,0.213754300121043,3.5220969830833124,0.5707093902894443,0.5128980715284698,0.057023034080768975,0.8683871113994224,0.10165048757778954,0.4583105313405671,3.1144732887480133,1.1222921210731416,0.04953302441720725,0.013373704155365582,0.07874533312408927
2.2,0.23064067068940133,0.862249318783849,0.21184269766642616,3.5274877762168155,0.581612836688982,0.5254412657511073,0.05726528489178689,0.8700991015425386,0.10183678888858028,0.46536707670230754,3.0928712397679843,1.1438959485886269,0.04964842465784376,0.01361162448625732,0.08111908889016682
2.25,0.23849951940629827,0.858458125345413,0.20973191184431383,3.533388886830298,0.5921728610330349,0.5386782021649086,0.05764688459812071,0.8717328865694708,0.10200959250440648,0.4723651805126147,3.0719854222304646,1.1647835436836773,0.049764659542739544,0.013834579647721975,0.08336315768012806
2.3000000000000003,0.2461046231626517,0.8543604606179998,0.20746323056772017,3.5397543646648577,0.6024135696673737,0.5526025801663592,0.05813054606617201,0.8733213796128261,0.10217569303038065,0.47930656939997957,3.0518116100699206,1.1849591324243645,0.04988202435970603,0.014043891306598121,0.08548192522226042
2.35,0.2534350223771501,0.8499672899850863,0.20505499845011482,3.546554899723296,0.6123600044417791,0.5672052346207949,0.05871535959172272,0.8748622876013724,0.10233758257008815,0.486192887010404,3.0323402621227413,1.204432255974836,0.050000652116299095,0.014240376887474404,0.0874800329871391
2.4000000000000004,0.2604741840978581,0.8453399133387504,0.20250787926482594,3.553728528339944,0.6220361841018353,0.5824744815784314,0.05938337666497467,0.8763718391345618,0.10249502467816494,0.4930256931438777,3.013559566359804,1.2232147263647524,0.050120765046047754,0.01442425968951156,0.08936158391110288
2.45,0.2672095177898303,0.8404994068575055,0.1998365228890786,3.561239524458796,0.6314644152660448,0.598396302446182,0.06012549713518496,0.8778572360288679,0.10264800732191418,0.4998064726336194,2.9954549972595834,1.2413210691161765,0.0502425371379937,0.014596343648292763,0.09113058349656415
2.5,0.27363200386160447,0.8354503215485526,0.19706524414835558,3.569059022246901,0.6406652793241178,0.6149546337832468,0.060927492442841485,0.879330639346074,0.10279736641858729,0.5065366385098913,2.9780103869801526,1.258767452071569,0.05036616063199546,0.014757629072468735,0.0927906374785751
2.5500000000000003,0.2797355112942803,0.8301880304158175,0.19421913699769963,3.577166554745034,0.6496587003285238,0.6321317571886493,0.06178130965823057,0.8807975802027423,0.10294503103867664,0.5132175403504308,2.9612078990131243,1.2755717117398566,0.050491792101656885,0.014908851681012449,0.09434505361299951
2.6,0.2855165706030313,0.8247426516889002,0.19130144533645022,3.5855287598239967,0.6584640532059188,0.6499085109436031,0.06268540423540926,0.8822575982792981,0.1030915332788173,0.5198504666696743,2.945027712071467,1.291753669408605,0.050619559988350604,0.0150503316143144,0.09579742760467279
2.6500000000000004,0.29097403199165695,0.8191359961009022,0.18831714832351304,3.5941188475915173,0.66709928162038,0.6682645673340283,0.06364027337275543,0.8837085317669845,0.10323665957333149,0.5264366491260809,2.929448651836726,1.3073344993968046,0.05074958864302705,0.015182712583616559,0.09715149619295783
2.7,0.2961082860519254,0.8133732847977513,0.18528056660565187,3.602917276254645,0.6755815101072006,0.6871790670233495,0.06464321828503472,0.8851513554560148,0.10338065459095919,0.5329772723889581,2.914449276649718,1.3223356433641753,0.05088201180979259,0.015306560822761904,0.09841061967615487
2.75,0.30092208056377745,0.8074655046609123,0.18219999743438983,3.611904761680131,0.6839268189968994,0.7066299436483917,0.0656953126448577,0.8865836110193549,0.10352294065608829,0.5394734638136747,2.900006651340522,1.336780036481172,0.05101694913182379,0.01542246662639125,0.09957831481910802
2.8000000000000003,0.3054208943487038,0.8014397399846253,0.1790708034219585,3.6210588569612354,0.6921502243760338,0.7265936151948164,0.06680442918832774,0.8879964939729196,0.10366171057098769,0.5459262887611321,2.8860958261588703,1.3506926284985976,0.05115449463237777,0.015531024233193262,0.10065844222537719
2.85,0.30960811854131176,0.7952842014201946,0.17591621159197493,3.6303681244227857,0.7002658026049353,0.7470489452392036,0.06796279106095554,0.8893956850508168,0.10379906248835125,0.5523368084641888,2.872696011799278,1.3640942087224703,0.051294815582679364,0.015632548216315854,0.10165400913238458
2.9000000000000004,0.3134920728999708,0.7890120383086566,0.17273802853996642,3.639817608127952,0.7082865703067098,0.7679714812305517,0.06917612089393334,0.8907745292071819,0.10393370077158254,0.5587059962866637,2.8597817393599643,1.3770102460551046,0.05143801857310252,0.015727560470102004,0.10256862616612009
2.95,0.31708154477633443,0.7826306672576083,0.16954183810809992,3.6493943076267104,0.7162246964200915,0.7893370886709797,0.07044733335671402,0.8921290247051735,0.10406505019005724,0.5650347907565502,2.847328227778577,1.3894655215593876,0.051584224368408954,0.015816496994657814,0.10340568209846943
3.0,0.32038187265699675,0.7761521409397709,0.16633605468075668,3.6590777558616936,0.7240924593282018,0.8111249934242671,0.07177070650461084,0.8934633240332744,0.10419425183393055,0.5713241414910561,2.8353148997294477,1.4014806125615207,0.05173358855580289,0.015899605696247883,0.1041678894791329
3.0500000000000003,0.3234043550201386,0.7695805935567108,0.16312655548553004,3.66885794140348,0.7319002028653236,0.833310423799792,0.07314869638496194,0.8947739815052036,0.10432090390124486,0.5775748986566812,2.8237165387569267,1.4130807355176884,0.0518862370097968,0.015977243332113523,0.10485846569408143
3.1,0.32615826759290506,0.7629242654766426,0.15991850741333954,3.6787214569926743,0.7396581023341264,0.8558707826691253,0.07458129348533142,0.8960599377055104,0.10444503551745926,0.5837879077003505,2.8125103874712782,1.4242886478181582,0.05204230639726883,0.016049756010762962,0.105480370994748
3.1500000000000004,0.3286512205052862,0.7561951177682695,0.15671485122832418,3.688653400796177,0.7473760911088239,0.8787853242807931,0.07606889482174897,0.8973198311975829,0.10456651188625983,0.5899640057999013,2.801675568053505,1.4351252272824606,0.05220193320034864,0.01611757557126914,0.10603650785687331
3.2,0.3308946864368511,0.7493999487287769,0.153520266518524,3.6986422949285,0.7550626171646421,0.902031051550836,0.077610936857544,0.8985532592806457,0.10468551475765563,0.5961039537494374,2.791189121885227,1.4456134325295096,0.05236525909077583,0.01618097033910177,0.10652964591859213
3.25,0.332897419711364,0.7425443822915841,0.1503392745970576,3.708677994142847,0.7627267093895382,0.9255870470311723,0.07920925003255733,0.8997575272474214,0.10480183793249605,0.6022085425836012,2.7810300397006618,1.4557742728256184,0.05253242236176103,0.016240267548158164,0.10696268400009619
3.3000000000000003,0.33466906308960825,0.7356321172277139,0.14717450964331552,3.7187541654885474,0.770374786351591,0.949434165207964,0.08086683375858852,0.9009290753942479,0.10491515412801858,0.6082784383350386,2.7711793326896648,1.465626736981464,0.0527035671178938,0.016295743414448772,0.10733827336669319
3.35,0.33621977299419503,0.728670673330993,0.14402963684610534,3.7288596239827068,0.7780151174384488,0.9735508719631325,0.0825841222864667,0.9020666024474533,0.1050254567333493,0.6143143951336134,2.761615500962304,1.47519232488751,0.05287883453866748,0.016347708585745583,0.10765917745030547
