time,R,W
152.0,0.009386785990698554,0.00828013932997323
153.0,0.009385482006869186,0.008281720404785056
154.0,0.009384170983697156,0.008283296150507567
155.0,0.009382852921182466,0.008284866567140763
156.0,0.009381527819325115,0.008286431654684644
157.0,0.009380195678125102,0.00828799141313921
158.0,0.00937885649758243,0.008289545842504461
159.0,0.009377510277697098,0.008291094942780396
160.0,0.009376157018469104,0.008292638713967017
161.0,0.009374796719898448,0.008294177156064324
162.0,0.009373429381985132,0.008295710269072314
163.0,0.009372055004729155,0.008297238052990989
164.0,0.009370673588130518,0.00829876050782035
165.0,0.00936928513218922,0.008300277633560395
166.0,0.00936788963690526,0.008301789430211126
167.0,0.009366487102278642,0.008303295897772543
168.0,0.00936507752830936,0.008304797036244642
169.0,0.009363660914997417,0.008306292845627427
170.0,0.009362237262342817,0.008307783325920897
171.0,0.009360806570345551,0.008309268477125053
172.0,0.009359368839005629,0.008310748299239893
173.0,0.009357924068323044,0.008312222792265418
174.0,0.009356472258297797,0.008313691956201626
175.0,0.00935501340892989,0.008315155791048523
176.0,0.009353547520219324,0.008316614296806102
177.0,0.009352074592166096,0.008318067473474368
178.0,0.009350594624770206,0.008319515321053315
179.0,0.009349107618031656,0.008320957839542951
180.0,0.009347613571950446,0.00832239502894327
181.0,0.009346112486526574,0.008323826889254276
182.0,0.009344604361760041,0.008325253420475964
183.0,0.00934308919765085,0.008326674622608337
184.0,0.009341566994198996,0.008328090495651396
185.0,0.009340037751404481,0.008329501039605142
186.0,0.009338501469267305,0.008330906254469571
187.0,0.009336958147787469,0.008332306140244685
188.0,0.009335407786964971,0.008333700696930483
189.0,0.009333850386799814,0.008335089924526968
190.0,0.009332285947291996,0.008336473823034136
191.0,0.009329340999650904,0.008339038007300188
192.0,0.009327827482847316,0.008340355136697678
193.0,0.009326306961402395,0.008341666907050745
194.0,0.009324779467412251,0.008342973290653165
195.0,0.009323245032973005,0.008344274259798718
196.0,0.009321703690180766,0.008345569786781184
197.0,0.009320155471131651,0.008346859843894341
198.0,0.009318600407921776,0.008348144403431968
199.0,0.009317038532647252,0.008349423437687844
200.0,0.009315469877404196,0.00835069691895575
201.0,0.009313894474288723,0.008351964819529462
202.0,0.009312312355396944,0.00835322711170276
203.0,0.009310723552824977,0.008354483767769422
204.0,0.009309128098668934,0.008355734760023227
205.0,0.009307526025024932,0.008356980060757956
206.0,0.009305917363989082,0.008358219642267387
207.0,0.009304302147657505,0.008359453476845299
208.0,0.00930268040812631,0.00836068153678547
209.0,0.009301052177491609,0.008361903794381679
210.0,0.009299417487849524,0.008363120221927705
211.0,0.009297776371296165,0.00836433079171733
212.0,0.009296128859927645,0.00836553547604433
213.0,0.009294474985840084,0.008366734247202483
214.0,0.009292814781129592,0.008367927077485569
215.0,0.009291148277892286,0.00836911393918737
216.0,0.009289475508224277,0.00837029480460166
217.0,0.009287796504221683,0.00837146964602222
218.0,0.009286111297980617,0.008372638435742829
219.0,0.009284419921597193,0.008373801146057267
220.0,0.009282722407167527,0.008374957749259311
221.0,0.009281018786787734,0.00837610821764274
222.0,0.009279309092553926,0.008377252523501338
223.0,0.009277593356562218,0.008378390639128876
224.0,0.009275871610908726,0.008379522536819138
225.0,0.009274143887689565,0.008380648188865903
226.0,0.009272410219000845,0.008381767567562948
227.0,0.009270670636938686,0.008382880645204052
228.0,0.0092689251735992,0.008383987394082994
229.0,0.009267173861078502,0.008385087786493555
230.0,0.009265416731472706,0.008386181794729513
231.0,0.009263653816877928,0.008387269391084645
232.0,0.009261885149390279,0.008388350547852733
233.0,0.009260110761105876,0.008389425237327552
234.0,0.009258330684120835,0.008390493431802884
235.0,0.009256544950531269,0.008391555103572508
236.0,0.00925475359243329,0.008392610224930201
237.0,0.009252956641923016,0.008393658768169745
238.0,0.00925115413109656,0.008394700705584915
239.0,0.009249346092050036,0.008395736009469494
240.0,0.009247532556879563,0.008396764652117257
241.0,0.009245713557681246,0.008397786605821987
242.0,0.009243889126551209,0.00839880184287746
243.0,0.009242059295585562,0.008399810335577455
244.0,0.00924022409688042,0.008400812056215753
245.0,0.009238383562531897,0.008401806977086132
246.0,0.00923653772463611,0.00840279507048237
247.0,0.009234686615289171,0.008403776308698246
248.0,0.009232830266587196,0.00840475066402754
249.0,0.009230968710626297,0.00840571810876403
250.0,0.009229101979502592,0.008406678615201496
251.0,0.009227230105312192,0.008407632155633718
252.0,0.009225353120151214,0.00840857870235447
253.0,0.009223471056115772,0.008409518227657536
254.0,0.009221583945301981,0.008410450703836694
255.0,0.009219691898615502,0.008411376122311739
256.0,0.009217795555835243,0.008412294602852873
257.0,0.00921589508643282,0.008413206151093058
258.0,0.009213990534446518,0.00841411074222428
259.0,0.009212081943914631,0.008415008351438519
260.0,0.009210169358875444,0.008415898953927763
261.0,0.009208252823367244,0.008416782524883993
262.0,0.009206332381428326,0.008417659039499197
263.0,0.009204408077096974,0.008418528472965352
264.0,0.009202479954411476,0.008419390800474448
265.0,0.009200548057410125,0.008420245997218466
266.0,0.009198612430131205,0.008421094038389388
267.0,0.00919667311661301,0.008421934899179197
268.0,0.009194730160893822,0.008422768554779882
269.0,0.009192783607011935,0.008423594980383425
270.0,0.009190833499005636,0.008424414151181807
271.0,0.009188879880913213,0.008425226042367012
272.0,0.009186922796772955,0.008426030629131026
273.0,0.009184962290623152,0.008426827886665832
274.0,0.00918299840650209,0.008427617790163412
275.0,0.009181031188448062,0.008428400314815754
276.0,0.009179060680499354,0.008429175435814836
277.0,0.009177086926694254,0.008429943128352647
278.0,0.009175109971071052,0.008430703367621166
279.0,0.009173129857668036,0.00843145612881238
280.0,0.009171146630523494,0.00843220138711827
281.0,0.009169160333675718,0.008432939117730824
282.0,0.009167171011162994,0.00843366929584202
283.0,0.009165178707023611,0.008434391896643847
284.0,0.009163183465295857,0.008435106895328287
285.0,0.009161185330018022,0.008435814267087323
286.0,0.009159184345228394,0.008436513987112938
287.0,0.009157180554965262,0.008437206030597116
288.0,0.009155174003266917,0.008437890372731842
289.0,0.009153164734171642,0.0084385669887091
290.0,0.009151152791717732,0.008439235853720872
291.0,0.009149138219943473,0.008439896942959144
292.0,0.009147121062887151,0.008440550231615898
293.0,0.00914510136458706,0.008441195694883117
294.0,0.009143079169081483,0.008441833307952786
295.0,0.009141054520408714,0.008442463046016887
296.0,0.009139027462607037,0.008443084884267408
297.0,0.009136998039714746,0.008443698797896327
298.0,0.009134966295770125,0.008444304762095631
299.0,0.009132932274811465,0.008444902752057306
300.0,0.009130896020877055,0.008445492742973331
301.0,0.00912885757800518,0.008446074710035691
302.0,0.009126816990234134,0.008446648628436373
303.0,0.009124774301602204,0.008447214473367355
304.0,0.009122729556147676,0.008447772220020626
305.0,0.009120682797908843,0.008448321843588168
306.0,0.009118634070923991,0.008448863319261962
307.0,0.009116583419231408,0.008449396622233997
308.0,0.009114530886869386,0.008449921727696251
309.0,0.00911247651787621,0.008450438610840712
310.0,0.009110420356290169,0.008450947246859363
311.0,0.009108362446149555,0.008451447610944185
312.0,0.009106302831492654,0.008451939678287165
313.0,0.009104241556357756,0.008452423424080284
314.0,0.009102178664783148,0.008452898823515527
315.0,0.00910011420080712,0.00845336585178488
316.0,0.009098048208467963,0.008453824484080321
317.0,0.009095980731803961,0.00845427469559384
318.0,0.009093911814853405,0.008454716461517419
319.0,0.009091841501654582,0.008455149757043036
320.0,0.009089769836245785,0.008455574557362682
321.0,0.009087696862665301,0.00845599083766834
322.0,0.009085622624951417,0.00845639857315199
323.0,0.00908354716714242,0.008456797739005617
324.0,0.009081470533276603,0.008457188310421207
325.0,0.009079392767392254,0.00845757026259074
326.0,0.00907731391352766,0.008457943570706204
327.0,0.00907523401572111,0.008458308209959577
328.0,0.009073153118010893,0.008458664155542849
329.0,0.009071071264435298,0.008459011382647999
330.0,0.009068988499032612,0.008459349866467012
331.0,0.009066904865841127,0.008459679582191874
332.0,0.00906482040889913,0.008460000505014567
333.0,0.00906273517224491,0.008460312610127073
334.0,0.009060649199916754,0.00846061587272138
335.0,0.009058562535952951,0.008460910267989468
336.0,0.009056475224391793,0.008461195771123321
337.0,0.009054387309271564,0.008461472357314925
338.0,0.009052298834630558,0.00846174000175626
339.0,0.00905020984450706,0.008461998679639314
340.0,0.009048120382939357,0.00846224836615607
341.0,0.009046030493965743,0.008462489036498507
342.0,0.009043940221624504,0.008462720665858615
343.0,0.009041849609953927,0.008462943229428373
344.0,0.009039758702992303,0.008463156702399766
345.0,0.009037667544777922,0.008463361059964779
346.0,0.009035576179349067,0.008463556277315395
347.0,0.009033484650744033,0.008463742329643599
348.0,0.009031393003001107,0.008463919192141373
349.0,0.009029301280158575,0.0084640868400007
350.0,0.009027209526254729,0.008464245248413566
351.0,0.009025117785327856,0.008464394392571954
352.0,0.009023026101416245,0.008464534247667846
353.0,0.009020934518558186,0.008464664788893227
354.0,0.009018843080791964,0.008464785991440084
355.0,0.009016751832155872,0.008464897830500393
356.0,0.009014660816688195,0.008465000281266144
357.0,0.009012570078427226,0.008465093318929319
358.0,0.009010479661411249,0.008465176918681901
359.0,0.009008389609678558,0.008465251055715875
360.0,0.009006299967267435,0.008465315705223225
361.0,0.009004210778216174,0.008465370842395932
362.0,0.009002122086563064,0.008465416442425983
363.0,0.00900003393634639,0.00846545248050536
364.0,0.008997946371604443,0.008465478931826045
365.0,0.008995859436375512,0.008465495771580026
366.0,0.008993773174697883,0.008465502974959283
367.0,0.008991687630609849,0.0084655005171558
368.0,0.008989602848149694,0.008465488373361564
369.0,0.008987518871355711,0.008465466518768556
370.0,0.008985435744266185,0.008465434928568761
371.0,0.008983353510919409,0.008465393577954162
372.0,0.008981272215353667,0.00846534244211674
373.0,0.008979191901607252,0.008465281496248483
374.0,0.008977112613718448,0.008465210715541373
375.0,0.00897503439572555,0.008465130075187394
376.0,0.008972957291666838,0.008465039550378528
377.0,0.00897088134558061,0.008464939116306764
378.0,0.008968806601505149,0.008464828748164078
379.0,0.008966733103478746,0.008464708421142459
380.0,0.008964660895539689,0.008464578110433892
381.0,0.008962590021726264,0.008464437791230356
382.0,0.008960520526076763,0.008464287438723836
383.0,0.008958452452629476,0.008464127028106318
384.0,0.00895638584542269,0.008463956534569782
385.0,0.00895432074849469,0.008463775933306217
386.0,0.00895225720588377,0.008463585199507602
387.0,0.008950195261628218,0.008463384308365922
388.0,0.008948134959766322,0.008463173235073163
389.0,0.00894607634433637,0.008462951954821305
390.0,0.008944019424530701,0.008462720576106673
391.0,0.008941963824594203,0.008462480680055017
392.0,0.008939909458890779,0.008462232737932
393.0,0.008937856362977503,0.008461976757374794
394.0,0.008935804572411447,0.008461712746020566
395.0,0.008933754122749679,0.008461440711506486
396.0,0.008931705049549269,0.008461160661469722
397.0,0.008929657388367289,0.00846087260354744
398.0,0.00892761117476081,0.008460576545376816
399.0,0.0089255664442869,0.008460272494595012
400.0,0.008923523232502631,0.0084599604588392
401.0,0.008921481574965072,0.008459640445746548
402.0,0.008919441507231295,0.008459312462954225
403.0,0.008917403064858371,0.008458976518099402
404.0,0.00891536628340337,0.008458632618819245
405.0,0.00891333119842336,0.008458280772750924
406.0,0.008911297845475412,0.008457920987531611
407.0,0.0089092662601166,0.008457553270798468
408.0,0.008907236477903988,0.00845717763018867
409.0,0.008905208534394653,0.008456794073339383
410.0,0.008903182465145662,0.008456402607887777
411.0,0.008901158305714084,0.00845600324147102
412.0,0.008899136091656993,0.008455595981726282
413.0,0.008897115858531458,0.008455180836290732
414.0,0.008895097641894547,0.008454757812801538
415.0,0.008893081477303335,0.00845432691889587
416.0,0.008891067400314888,0.008453888162210895
417.0,0.00888905544648628,0.008453441550383784
418.0,0.008887045651374579,0.008452987091051703
419.0,0.008885038050536856,0.008452524791851825
420.0,0.008883032679530181,0.008452054660421317
421.0,0.008881029573911623,0.008451576704397345
422.0,0.008879028769238257,0.008451090931417084
423.0,0.00887703030106715,0.008450597349117697
424.0,0.008875034204955373,0.008450095965136356
425.0,0.008873040516459995,0.00844958678711023
426.0,0.00887104927113809,0.008449069822676486
427.0,0.008869060504546724,0.008448545079472295
428.0,0.00886707425224297,0.008448012565134824
429.0,0.0088650905497839,0.008447472287301245
430.0,0.00886310943272658,0.008446924253608724
431.0,0.008861130936628082,0.00844636847169443
432.0,0.008859155097045478,0.008445804949195532
433.0,0.00885718194953584,0.008445233693749202
434.0,0.008855211529656232,0.008444654712992604
435.0,0.00885324387296373,0.00844406801456291
436.0,0.008851279015015402,0.008443473606097289
437.0,0.008849316991368318,0.00844287149523291
438.0,0.008847357837579553,0.008442261689606939
439.0,0.008845401589206171,0.00844164419685655
440.0,0.008843448281805246,0.008441019024618905
441.0,0.008841497950933846,0.00844038618053118
442.0,0.008839550632149046,0.008439745672230539
443.0,0.00883760636100791,0.008439097507354153
444.0,0.008835665173067515,0.008438441693539191
445.0,0.008833727103884926,0.008437778238422823
446.0,0.008831792189017217,0.008437107149642215
447.0,0.008829860464021453,0.008436428434834534
448.0,0.008827931964454713,0.008435742101636957
449.0,0.00882600672587406,0.008435048157686646
450.0,0.008824084783836568,0.008434346610620772
451.0,0.008822166173899306,0.008433637468076505
452.0,0.008820250931619346,0.00843292073769101
453.0,0.008818339092553756,0.008432196427101463
454.0,0.008816430692259609,0.008431464543945026
455.0,0.008814525766293971,0.008430725095858871
456.0,0.008812624350213918,0.008429978090480166
457.0,0.008810726479576517,0.008429223535446081
458.0,0.00880883218993884,0.008428461438393783
459.0,0.008806941516857954,0.008427691806960446
460.0,0.008805054495890936,0.008426914648783231
461.0,0.00880317116259485,0.008426129971499313
462.0,0.008801291552526767,0.008425337782745856
463.0,0.008799415701243762,0.008424538090160034
464.0,0.0087975436443029,0.008423730901379016
465.0,0.008795675417261258,0.008422916224039964
466.0,0.0087938110556759,0.008422094065780055
467.0,0.008791950595103898,0.008421264434236454
468.0,0.008790094071102322,0.00842042733704633
469.0,0.008788241519228244,0.008419582781846851
470.0,0.008786392975038736,0.00841873077627519
471.0,0.008784548474090865,0.008417871327968509
472.0,0.008782708051941701,0.008417004444563985
473.0,0.008780871744148318,0.00841613013369878
474.0,0.008779039586267783,0.008415248403010066
475.0,0.00877721161385717,0.008414359260135014
476.0,0.008775387862473547,0.00841346271271079
477.0,0.008773568367673982,0.00841255876837456
478.0,0.00877175316501555,0.0084116474347635
479.0,0.008769942290055318,0.008410728719514775
480.0,0.008768135778350358,0.008409802630265554
481.0,0.00876633366545774,0.008408869174653005
482.0,0.008764535986934536,0.0084079283603143
483.0,0.008762742778337813,0.008406980194886603
484.0,0.008760954075224646,0.00840602468600709
485.0,0.0087591699131521,0.008405061841312922
486.0,0.008757390327677248,0.008404091668441274
487.0,0.008755615354357163,0.008403114175029312
488.0,0.008753845028748911,0.008402129368714206
489.0,0.008752079386409563,0.008401137257133123
490.0,0.008750318462896192,0.008400137847923235
491.0,0.008748562293765867,0.008399131148721707
492.0,0.008746810914575659,0.00839811716716571
493.0,0.008745064360882637,0.008397095910892416
494.0,0.008743322668243871,0.00839606738753899
495.0,0.008741585872216434,0.0083950316047426
496.0,0.008739854008357395,0.008393988570140419
497.0,0.008738127112223824,0.008392938291369613
498.0,0.008736405219372793,0.00839188077606735
499.0,0.008734688365361369,0.008390816031870802
500.0,0.008732976585746626,0.008389744066417137
501.0,0.008731269916085633,0.008388664887343524
502.0,0.008729568391935458,0.008387578502287128
503.0,0.008727872048853176,0.008386484918885124
504.0,0.008726180922395854,0.008385384144774676
505.0,0.008724495048120564,0.008384276187592956
506.0,0.008722814461584375,0.008383161054977132
507.0,0.00872113919834436,0.008382038754564372
508.0,0.008719469293957584,0.008380909293991847
509.0,0.008717804783981124,0.008379772680896723
510.0,0.008716145703972047,0.008378628922916171
511.0,0.008714492089487423,0.00837747802768736
512.0,0.008712843976084324,0.008376320002847458
513.0,0.008711201399319819,0.008375154856033634
514.0,0.00870956439475098,0.008373982594883058
515.0,0.008707932997934875,0.008372803227032896
516.0,0.008706307244428576,0.008371616760120321
517.0,0.008704687169789152,0.008370423201782499
518.0,0.008703072809573676,0.0083692225596566
519.0,0.008701464199339218,0.00836801484137979
520.0,0.008699861374642846,0.008366800054589245
521.0,0.00869826437104163,0.008365578206922126
522.0,0.008696673224092646,0.008364349306015607
523.0,0.008695087969352956,0.008363113359506855
524.0,0.008693508642379638,0.00836187037503304
525.0,0.008691935255458019,0.008360620392500837
526.0,0.008690367348968874,0.008359364106178314
527.0,0.008688804751126168,0.008358101811212743
528.0,0.008687247486937975,0.008356833529868934
529.0,0.008685695581412379,0.008355559284411703
530.0,0.008684149059557458,0.008354279097105862
531.0,0.008682607946381295,0.008352992990216227
532.0,0.008681072266891965,0.008351700986007609
533.0,0.008679542046097548,0.00835040310674482
534.0,0.008678017309006128,0.00834909937469268
535.0,0.008676498080625782,0.008347789812115996
536.0,0.008674984385964592,0.008346474441279585
537.0,0.008673476250030634,0.00834515328444826
538.0,0.008671973697831991,0.008343826363886834
539.0,0.008670476754376742,0.008342493701860122
540.0,0.008668985444672966,0.008341155320632936
541.0,0.008667499793728745,0.008339811242470088
542.0,0.008666019826552154,0.008338461489636396
543.0,0.008664545568151279,0.00833710608439667
544.0,0.008663077043534195,0.008335745049015726
545.0,0.008661614277708984,0.008334378405758376
546.0,0.008660157295683726,0.008333006176889432
547.0,0.0086587061224665,0.008331628384673712
548.0,0.008657260783065387,0.008330245051376027
549.0,0.008655821302488466,0.008328856199261188
550.0,0.008654387705743815,0.008327461850594015
551.0,0.008652960017839518,0.008326062027639317
552.0,0.008651538263783651,0.008324656752661906
553.0,0.008650122468584294,0.0083232460479266
554.0,0.008648712657249528,0.00832182993569821
555.0,0.008647308854787435,0.00832040843824155
556.0,0.008645911086206092,0.008318981577821434
557.0,0.008644519376513577,0.008317549376702675
558.0,0.008643133750717975,0.008316111857150088
559.0,0.008641754233827362,0.008314669041428484
560.0,0.008640380850849819,0.00831322095180268
561.0,0.008639013626793425,0.008311767610537485
562.0,0.008637652586666262,0.008310309039897717
563.0,0.008636297755476407,0.008308845262148187
564.0,0.00863494915823194,0.00830737629955371
565.0,0.008633606819940942,0.008305902174379098
566.0,0.008632270765611495,0.008304422908889166
567.0,0.008630941020251675,0.008302938525348729
568.0,0.008629617608869563,0.008301449046022596
569.0,0.008628300556473241,0.008299954493175582
570.0,0.008626989888070785,0.008298454889072503
571.0,0.008625685628670278,0.008296950255978174
572.0,0.008624387803279798,0.008295440616157404
573.0,0.008623096436907424,0.00829392599187501
574.0,0.00862181155456124,0.0082924064053958
575.0,0.00862053318124932,0.008290881878984597
576.0,0.00861926134197975,0.008289352434906206
577.0,0.008617996061760605,0.008287818095425444
578.0,0.008616737365599966,0.008286278882807125
579.0,0.008615485278505914,0.008284734819316063
580.0,0.008614239825486526,0.008283185927217069
581.0,0.008613001031549885,0.00828163222877496
582.0,0.008611768921704071,0.008280073746254545
583.0,0.008610543520957161,0.008278510501920643
584.0,0.008609324854317237,0.008276942518038063
585.0,0.008608112946792378,0.008275369816871622
586.0,0.008606907823390665,0.00827379242068613
587.0,0.008605709509120174,0.008272210351746405
588.0,0.008604518028988989,0.008270623632317255
589.0,0.008603333408005188,0.0082690322846635
590.0,0.00860215567117685,0.008267436331049947
591.0,0.008600984843512058,0.008265835793741417
592.0,0.008599820950018891,0.008264230695002716
593.0,0.008598664015705425,0.008262621057098664
594.0,0.008597514065579742,0.00826100690229407
595.0,0.008596371124649924,0.00825938825285375
596.0,0.00859523521792405,0.008257765131042516
597.0,0.008594106370410196,0.008256137559125182
598.0,0.008592984607116445,0.008254505559366562
599.0,0.008591869953050878,0.008252869154031471
600.0,0.008590762433221572,0.008251228365384722
601.0,0.008589662072636608,0.008249583215691126
602.0,0.008588568896304067,0.008247933727215497
603.0,0.008587482929232027,0.008246279922222651
604.0,0.008586404196428568,0.0082446218229774
605.0,0.008585332722901773,0.00824295945174456
606.0,0.008584268533659716,0.00824129283078894
607.0,0.00858321165371048,0.008239621982375357
608.0,0.008582162108062145,0.008237946928768624
609.0,0.008581119921722792,0.008236267692233554
610.0,0.008580085119700499,0.008234584295034963
611.0,0.008579057727003344,0.00823289675943766
612.0,0.008578037768639411,0.008231205107706462
613.0,0.008577025269616777,0.00822950936210618
614.0,0.008576020254943523,0.008227809544901632
615.0,0.008575022749627728,0.008226105678357626
616.0,0.008574032778677474,0.008224397784738982
617.0,0.008573050367100838,0.008222685886310506
618.0,0.0085720755399059,0.008220970005337017
619.0,0.00857110832210074,0.008219250164083328
620.0,0.00857014873869344,0.008217526384814251
621.0,0.008569196814692077,0.0082157986897946
622.0,0.008568252575104733,0.008214067101289189
623.0,0.008567316044939488,0.00821233164156283
624.0,0.008566387249204417,0.00821059233288034
625.0,0.008565466212907607,0.008208849197506531
626.0,0.008564552961057134,0.008207102257706213
627.0,0.008563647518661077,0.008205351535744206
628.0,0.008562749910727517,0.008203597053885318
629.0,0.008561860162264534,0.008201838834394366
630.0,0.008560978298280206,0.008200076899536161
631.0,0.008560104343782618,0.008198311271575519
632.0,0.008559238323779843,0.008196541972777254
633.0,0.008558380263279965,0.008194769025406176
634.0,0.008557530187291064,0.008192992451727103
635.0,0.008556688120821217,0.008191212274004845
